Title,genres,director,actors
flora & ulysses,"['Family', 'Adventure', 'Comedy', 'Fantasy']",['Lena Khan '],"['Matilda Lawler', 'Alyson Hannigan', 'Ben Schwartz']"
silk road,"['Thriller', 'Crime', 'Drama', 'Romance']",['Tiller Russell '],"['Jason Clarke', 'Nick Robinson', 'Katie Aselton']"
tom & jerry,"['Comedy', 'Family', 'Animation']",['Tim Story '],"['Chloë Grace Moretz', 'Michael Peña', 'Colin Jost']"
the united states vs. billie holiday,"['Music', 'Drama', 'History']",['Lee Daniels '],"['Andra Day', 'Trevante Rhodes', 'Garrett Hedlund']"
cherry,"['Drama', 'Crime']",['Anthony and Joe Russo '],"['Tom Holland', 'Ciara Bravo', 'Jack Reynor']"
crisis,"['Thriller', 'Crime', 'Drama']",['Nicholas Jarecki '],"['Gary Oldman', 'Armie Hammer', 'Evangeline Lilly']"
billie eilish: the world's a little blurry,"['Documentary', 'Music']",[' Cutler '],"['Billie Eilish', ""Finneas O'Connell"", 'Maggie Baird']"
the vigil,"['Horror', 'Mystery']",['Keith Thomas '],"['Dave Davis', 'Menashe Lustig', 'Malky Goldman']"
moxie,"['Comedy', 'Drama', 'Music']",['Amy Poehler '],"['Hadley Robinson', 'Lauren Tsai', 'Patrick Schwarzenegger']"
coming 2 america,['Comedy'],['Craig Brewer '],"['Eddie Murphy', 'Arsenio Hall', 'Jermaine Fowler']"
the spongebob movie: sponge on the run,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']",['Tim Hill '],"['Tom Kenny', 'Awkwafina', 'Matt Berry']"
raya and the last dragon,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",['pez Estrada '],"['Kelly Marie Tran', 'Awkwafina', 'Izaac Wang']"
chaos walking,"['Fantasy', 'Science Fiction', 'Adventure']",['Doug Liman '],"['Daisy Ridley', 'Tom Holland', 'Mads Mikkelsen']"
boss level,"['Action', 'Science Fiction', 'Thriller']",['Joe Carnahan '],"['Frank Grillo', 'Mel Gibson', 'Naomi Watts']"
boogie,['Drama'],['Eddie Huang '],"['Taylor Takahashi', 'Taylour Paige', 'Jorge Lendeborg Jr.']"
yes day,"['Family', 'Comedy']",['Miguel Arteta '],"['Jennifer Garner', 'Édgar Ramírez', 'Jenna Ortega']"
long weekend,"['Horror', 'Mystery', 'Thriller']",['Steve Basilone '],"['Finn Wittrock', 'Zoë Chao', 'Casey Wilson']"
cosmic sin,"['Science Fiction', 'Action', 'Adventure']",['Edward Drake '],"['Bruce Willis', 'Frank Grillo', 'Brandon Thomas Lee']"
trust,"['Crime', 'Drama', 'Thriller']",['Brian DeCubellis '],"['Victoria Justice', 'Matthew Daddario', 'Katherine McNamara']"
zack snyder's justice league,"['Action', 'Adventure', 'Fantasy']",['Zack Snyder '],"['Ben Affleck', 'Henry Cavill', 'Amy Adams']"
the courier,"['Action', 'Thriller', 'Adventure', 'Crime']",['Dominic Cooke '],"['Benedict Cumberbatch', 'Merab Ninidze', 'Rachel Brosnahan']"
city of lies,"['Crime', 'Thriller', 'Drama']",['Brad Furman '],"['Johnny Depp', 'Forest Whitaker']"
happily,"['Comedy', 'Romance', 'Science Fiction', 'Thriller']",['BenDavid Grabinski '],"['Joel McHale', 'Kerry Bishé', 'Stephen Root']"
nobody,"['Action', 'Thriller']",['Ilya Naishuller '],"['Bob Odenkirk', 'Connie Nielsen', 'Aleksei Serebryakov']"
bad trip,['Comedy'],['Kitao Sakurai '],"['Eric André', 'Lil Rel Howery', 'Tiffany Haddish']"
the seventh day,['Horror'],[' Lange '],"['Guy Pearce', 'Vadhir Derbez', 'Stephen Lang']"
senior moment,"['Comedy', 'Romance']",['Giorgio Serafini '],"['William Shatner', 'Jean Smart', 'Christopher Lloyd']"
north hollywood,"['Comedy', 'Drama']",['Mikey Alfred '],"['Ryder McLaughlin', 'Vince Vaughn', 'Miranda Cosgrove']"
shoplifters of the world,"['Comedy', 'Drama']",['Stephen Kijak '],"['Helena Howard', 'Ellar Coltrane', 'Elena Kampouris']"
godzilla vs. kong,"['Action', 'Science Fiction', 'Adventure']",['Adam Wingard '],"['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall']"
the 355,"['Action', 'Adventure', 'Thriller']",['Simon Kinberg '],"['Jessica Chastain', 'Penélope Cruz', 'Fan Bingbing']"
the legend of la llorona,"['Family', 'Animation', 'Fantasy', 'Horror']",['Patricia Harris Seeley '],"['Autumn Reeser', 'Danny Trejo', 'Antonio Cupo']"
the commando,"['Action', 'Crime', 'Thriller']",['Asif Akbar '],"['Mickey Rourke', 'Michael Jai White']"
american siege,"['Action', 'Adventure', 'Thriller']",['Edward John Drake '],"['Timothy V. Murphy', 'Bruce Willis', 'Rob Gough']"
scream,"['Crime', 'Horror', 'Mystery']",[' Tyler Gillett '],"['Melissa Barrera', 'Mason Gooding', 'Jenna Ortega']"
hotel transylvania: transformania,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",[' Jennifer Kluska '],"['Andy Samberg', 'Selena Gomez', 'Kathryn Hahn']"
shattered,"['Thriller', 'Horror', 'Crime', 'Mystery']",['Luis Prieto '],"['Cameron Monaghan', 'Frank Grillo', 'Lilly Krug']"
the royal treatment,"['Romance', 'Comedy']",['Rick Jacobson '],"['Laura Marano', 'Mena Massoud']"
redeeming love,"['Romance', 'Drama', 'Western']",[' Caruso '],"['Abigail Cowen', 'Tom Lewis', 'Logan Marshall-Green']"
the king's daughter,"['Fantasy', 'Adventure', 'Family']",['Sean McNamara '],"['Pierce Brosnan', 'Kaya Scodelario', 'Benjamin Walker']"
the tiger rising,"['Action', 'Animation', 'Science Fiction']",['Ray Giarratana '],"['Christian Convery', 'Madalen Mills', 'Katharine McPhee']"
hellblazers,"['Horror', 'Action']",['Justin Lee '],"['Bruce Dern', 'Billy Zane', 'Tony Todd']"
the fallout,['Drama'],['Megan Park '],"['Jenna Ortega', 'Maddie Ziegler', 'Julie Bowen']"
home team,"['Family', 'Comedy', 'Drama']",[' Daniel Kinnane '],"['Kevin James', 'Taylor Lautner', 'Rob Schneider']"
the ice age adventures of buck wild,"['Animation', 'Comedy', 'Adventure', 'Family']",[' Donkin '],"['Simon Pegg', 'Utkarsh Ambudkar', 'Justina Machado']"
clean,"['Crime', 'Action', 'Drama']",['Paul Solet '],['Adrien Brody']
jackass forever,"['Comedy', 'Documentary']",['Jeff Tremaine '],"['Johnny Knoxville', 'Steve-O', 'Chris Pontius']"
moonfall,"['Science Fiction', 'Adventure', 'Action']",['Roland Emmerich '],"['Halle Berry', 'Patrick Wilson', 'John Bradley']"
last looks,"['Action', 'Crime', 'Thriller']",['Tim Kirkby '],"['Charlie Hunnam', 'Mel Gibson', 'Morena Baccarin']"
the long night,['Horror'],['Rich Ragsdale '],"['Scout Taylor-Compton', 'Nolan Gerard Funk', 'Jeff Fahey']"
kimi,"['Thriller', 'Mystery', 'Crime']",['Steven Soderbergh '],"['Zoë Kravitz', 'Rita Wilson', 'Jaime Camil']"
shut in,"['Thriller', 'Horror', 'Drama']",[' Caruso '],"['Rainey Qualley', 'Jake Horowitz', 'Luciana VanDette']"
death on the nile,"['Mystery', 'Crime', 'Thriller']",['Kenneth Branagh '],"['Tom Bateman', 'Annette Bening', 'Kenneth Branagh']"
marry me,"['Romance', 'Comedy', 'Music']",['Kat Coiro '],"['Jennifer Lopez', 'Owen Wilson', 'Maluma']"
blacklight,"['Action', 'Thriller', 'Drama', 'Adventure']",['Mark Williams '],"['Liam Neeson', 'Emmy Raver-Lampman', 'Taylor John Smith']"
i want you back,"['Comedy', 'Romance']",['Jason Orley '],"['Charlie Day', 'Jenny Slate', 'Scott Eastwood']"
tall girl 2,"['Comedy', 'Romance', 'Drama']",['Emily Ting '],"['Ava Michelle', 'Griffin Gluck', 'Sabrina Carpenter']"
the sky is everywhere,"['Drama', 'Romance', 'Music']",['Josephine Decker '],"['Grace Kaufman', 'Pico Alexander', 'Jacques Colimon']"
the in between,"['Romance', 'Science Fiction', 'Drama']",['Arie Posin '],"['Joey King', 'Kyle Allen']"
fistful of vengeance,"['Action', 'Fantasy']",[' '],"['Iko Uwais', 'Lewis Tan', 'Lawrence Kao']"
uncharted,"['Action', 'Adventure']",['Ruben Fleischer '],"['Tom Holland', 'Mark Wahlberg', 'Sophia Ali']"
dog,"['Drama', 'Comedy']","['Channing Tatum ', ' Reid Carolin ']","['Channing Tatum', 'Jane Adams', 'Kevin Nash']"
texas chainsaw massacre,['Horror'],['David Blue Garcia '],"['Sarah Yarkin', 'Elsie Fisher', 'Mark Burham']"
the cursed,"['Horror', 'Drama', 'Thriller']",['Sean Ellis '],"['Boyd Holbrook', 'Kelly Reilly', 'Alistair Petrie']"
a fairy tale after all,"['Fantasy', 'Adventure', 'Family']",['Erik Peter Carlson '],"['Emily Shenaut', 'Brian Hull', 'Gabriel Burrafato']"
cyrano,"['Drama', 'Romance']",['Joe Wright '],"['Peter Dinklage', 'Haley Bennett', 'Kelvin Harrison Jr.']"
studio 666,"['Horror', 'Comedy', 'Music']",[' McDonnell '],"['Dave Grohl', 'Nate Mendel', 'Pat Smear']"
a madea homecoming,"['Comedy', 'Drama']",['Tyler Perry '],"['Tyler Perry', 'Cassi Davis', 'David Mann']"
no exit,"['Thriller', 'Mystery']",['Damien Power '],"['Havana Rose Liu', 'Danny Ramirez', 'David Rysdahl']"
i'll find you,"['War', 'Music', 'Romance']",['Martha Coolidge '],"['Adelaide Clemens', 'Leo Suter', 'Stephen Dorff']"
gasoline alley,"['Action', 'Thriller', 'Crime', 'Mystery']",['Edward John Drake '],"['Devon Sawa', 'Bruce Willis', 'Luke Wilson']"
the batman,"['Crime', 'Mystery', 'Thriller']",['Matt Reeves '],"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano']"
after yang,"['Science Fiction', 'Drama']",['Kogonada '],"['Colin Farrell', 'Jodie Turner-Smith', 'Justin H. Min']"
fresh,"['Horror', 'Thriller']",['Mimi Cave '],"['Daisy Edgar-Jones', 'Sebastian Stan', 'Jonica T. Gibbs']"
a day to die,"['Action', 'Thriller', 'Crime', 'Drama']",['Wes Miller '],"['Kevin Dillon', 'Bruce Willis', 'Gianni Capaldi']"
the hyperions,['Action'],['Jon McDonald '],"['Cary Elwes', 'Penelope Mitchell', 'Elaine Tan']"
the adam project,"['Adventure', 'Science Fiction']",['Shawn Levy '],"['Ryan Reynolds', 'Walker Scobell', 'Mark Ruffalo']"
turning red,"['Animation', 'Family', 'Comedy', 'Fantasy']",['Domee Shi '],"['Rosalie Chiang', 'Sandra Oh', 'Ava Morse']"
tyson's run,['Drama'],['Kim Bass '],"['Rory Cochrane', 'Amy Smart', 'Major Dodson']"
rescued by ruby,"['Family', 'Drama']",['Katt Shea '],"['Grant Gustin', 'Scott Wolf', 'Kaylah Zander']"
the outfit,"['Crime', 'Drama', 'Thriller', 'Mystery']",['Graham Moore '],"['Mark Rylance', 'Zoey Deutch', 'Johnny Flynn']"
deep water,"['Drama', 'Mystery', 'Thriller']",['Adrian Lyne '],"['Ben Affleck', 'Ana de Armas']"
cheaper by the dozen,"['Family', 'Comedy']",['Gail Lerner '],"['Gabrielle Union', 'Zach Braff', 'Erika Christensen']"
windfall,"['Thriller', 'Crime', 'Drama']",['Charlie McDowell '],"['Lily Collins', 'Jesse Plemons', 'Jason Segel']"
x,"['Horror', 'Mystery', 'Thriller']",['Ti West '],"['Mia Goth', 'Jenna Ortega', 'Martin Henderson']"
umma,"['Horror', 'Mystery']",[' Shim '],"['Sandra Oh', 'Fivel Stewart', 'Dermot Mulroney']"
alice,"['Thriller', 'Drama']",['Krystin Ver Linden '],"['Keke Palmer', 'Jonny Lee Miller', 'Common']"
master,"['Horror', 'Thriller', 'Drama', 'Mystery']",['Mariama Diallo '],"['Regina Hall', 'Zoe Renee', 'Amber Gray']"
measure of revenge,"['Thriller', 'Drama']",['Peyfa '],"['Melissa Leo', 'Bella Thorne', 'Jake Weary']"
the lost city,"['Action', 'Adventure', 'Comedy']",['Aaron and Adam Nee '],"['Sandra Bullock', 'Channing Tatum', 'Daniel Radcliffe']"
everything everywhere all at once,"['Action', 'Adventure', 'Science Fiction']",['Daniels '],"['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan']"
infinite storm,"['Thriller', 'Adventure', 'Drama', 'Mystery']",[' Englert '],"['Naomi Watts', 'Billy Howle', ""Denis O'Hare""]"
7 days,"['Crime', 'Horror', 'Drama', 'Mystery', 'Thriller']",['Roshan Sethi '],"['Karan Soni', 'Geraldine Viswanathan']"
moonshot,"['Comedy', 'Romance', 'Science Fiction']",['Chris Winterbauer '],"['Cole Sprouse', 'Lana Condor', 'Mason Gooding']"
m3gan,"['Science Fiction', 'Horror']",['Gerard Johnstone '],"['Allison Williams', 'Violet McGraw', 'Amie Donald']"
the old way,"['Western', 'Drama']",['Brett Donowho '],"['Nicolas Cage', 'Ryan Kiera Armstrong']"
the devil conspiracy,"['Horror', 'Fantasy', 'Science Fiction', 'Thriller']",['Nathan Frankowski '],"['Alice Orr-Ewing', 'Joe Doyle', 'Eveline Hall']"
plane,"['Action', 'Adventure', 'Thriller']",['ois Richet '],"['Gerard Butler', 'Mike Colter', 'Yoson An']"
house party,['Comedy'],['Calmatic '],"['Tosin Cole', 'Jacob Latimore', 'Karen Obilom']"
sick,"['Horror', 'Mystery', 'Thriller']",['John Hyams '],"['Gideon Adlon', 'Bethlehem Million', 'Marc Menchaca']"
the drop,"['Drama', 'Crime']",['Sarah Adina Smith '],"['Anna Konkle', 'Jermaine Fowler', 'Jillian Bell']"
dog gone,"['Family', 'Adventure', 'Drama']",['Stephen Herek '],"['Rob Lowe', 'Johnny Berchtold', 'Kimberly Williams-Paisley']"
there's something wrong with the children,"['Horror', 'Mystery', 'Thriller']",['Roxanne Benjamin '],"['Alisha Wainwright', 'Zach Gilford', 'Amanda Crew']"
missing,"['Drama', 'Mystery', 'Thriller']",[' Will Merrick '],"['Storm Reid', 'Joaquim de Almeida', 'Ken Leung']"
the son,['Drama'],['Florian Zeller '],"['Hugh Jackman', 'Laura Dern', 'Vanessa Kirby']"
when you finish saving the world,"['Drama', 'Comedy']",['Jesse Eisenberg '],"['Julianne Moore', 'Finn Wolfhard', 'Alisha Boe']"
detective knight: independence,"['Action', 'Crime', 'Thriller']",['Edward John Drake '],['Bruce Willis']
kids vs. aliens,"['Horror', 'Science Fiction', 'Thriller']",['Jason Eisener '],"['Dominic Mariche', 'Phoebe Rex', 'Calem MacDonald']"
teen wolf: the movie,"['Action', 'Fantasy', 'TV Movie']",['Russell Mulcahy '],"['Tyler Posey', 'Crystal Reed', 'Tyler Hoechlin']"
you people,"['Romance', 'Comedy']",['Kenya Barris '],"['Jonah Hill', 'Lauren London', 'David Duchovny']"
shotgun wedding,"['Action', 'Comedy', 'Romance']",['Jason Moore '],"['Jennifer Lopez', 'Josh Duhamel', 'Sônia Braga']"
maybe i do,"['Comedy', 'Romance', 'Drama']",['Michael Jacobs '],"['Diane Keaton', 'Richard Gere', 'Susan Sarandon']"
life upside down,"['Comedy', 'Drama', 'Romance']",['Cecilia Miniucchi '],"['Danny Huston', 'Radha Mitchell', 'Bob Odenkirk']"
fear,"['Horror', 'Drama']",['Deon Taylor '],"['Joseph Sikora', 'King Bach', 'Annie Ilonzeh']"
knock at the cabin,"['Thriller', 'Mystery', 'Horror']",[' Night Shyamalan '],"['Dave Bautista', 'Jonathan Groff', 'Ben Aldridge']"
80 for brady,"['Drama', 'Comedy']",['Kyle Marvin '],"['Lily Tomlin', 'Jane Fonda', 'Rita Moreno']"
the locksmith,"['Thriller', 'Mystery', 'Action', 'Crime', 'Drama']",['Nicolas Harvard '],"['Ryan Phillippe', 'Kate Bosworth', 'Ving Rhames']"
baby ruby,"['Thriller', 'Horror', 'Drama']",['Bess Wohl '],"['Noémie Merlant', 'Kit Harington', 'Meredith Hagner']"
freedom's path,"['Drama', 'History', 'War']",['Brett Smith '],"['Gerran Howell', 'RJ Cyler', 'Ewen Bremner']"
the wedding hustler,"['Romance', 'Comedy']",['Chris Soriano '],"['Chris Soriano', 'Christine S. Chang', 'Hillary Soriano']"
magic mike's last dance,"['Comedy', 'Drama', 'Romance']",['Steven Soderbergh '],"['Channing Tatum', 'Salma Hayek Pinault']"
sharper,"['Thriller', 'Crime', 'Drama']",['Benjamin Caron '],"['Julianne Moore', 'Sebastian Stan', 'Justice Smith']"
your place or mine,"['Romance', 'Comedy']",['Aline Brosh McKenna '],"['Reese Witherspoon', 'Ashton Kutcher', 'Jesse Williams']"
somebody i used to know,"['Romance', 'Comedy', 'Drama']",['Dave Franco '],"['Alison Brie', 'Jay Ellis', 'Kiersey Clemons']"
consecration,"['Horror', 'Thriller']",['Christopher Smith '],"['Jena Malone', 'Danny Huston', 'Janet Suzman']"
the outwaters,"['Horror', 'Science Fiction', 'Thriller']",['Robbie Banfitch '],"['Robbie Banfitch', 'Angela Basolis', 'Scott Schamell']"
ant-man and the wasp: quantumania,"['Action', 'Adventure', 'Science Fiction']",['Peyton Reed '],"['Paul Rudd', 'Evangeline Lilly', 'Jonathan Majors']"
cocaine bear,"['Thriller', 'Comedy', 'Crime']",['Elizabeth Banks '],"['Keri Russell', ""O'Shea Jackson Jr."", 'Christian Convery']"
we have a ghost,"['Comedy', 'Fantasy', 'Horror']",['Christopher Landon '],"['David Harbour', 'Anthony Mackie', ""Jahi Di'Allo Winston""]"
luther: the fallen sun,"['Crime', 'Mystery', 'Thriller']",['Jamie Payne '],"['Idris Elba', 'Cynthia Erivo', 'Andy Serkis']"
jesus revolution,"['Drama', 'History']",[' Brent McCorkle '],"['Joel Courtney', 'Anna Grace Barlow', 'Jonathan Roumie']"
bruiser,['Drama'],['Miles Warren '],"['Trevante Rhodes', 'Jalyn Hall', 'Shinelle Azoroh']"
linoleum,"['Science Fiction', 'Comedy', 'Drama']",['Colin West '],"['Jim Gaffigan', 'Rhea Seehorn', 'Katelyn Nacon']"
god's time,"['Comedy', 'Drama']",['Daniel Antebi '],"['Ben Groh', 'Dion Costelloe', 'Liz Caribel Sierra']"
creed iii,"['Drama', 'Action']",[' Jordan '],"['Michael B. Jordan', 'Tessa Thompson', 'Jonathan Majors']"
operation fortune: ruse de guerre,"['Action', 'Thriller', 'Comedy', 'Adventure']",['Guy Ritchie '],"['Jason Statham', 'Aubrey Plaza', 'Josh Hartnett']"
a little white lie,['Comedy'],['Michael Maren '],"['Michael Shannon', 'Kate Hudson', 'Don Johnson']"
children of the corn,"['Horror', 'Thriller']",['Kurt Wimmer '],"['Elena Kampouris', 'Kate Moyer', 'Callan Mulvey']"
palm trees and power lines,['Drama'],['Jamie Dack '],"['Lily McInerny', 'Jonathan Tucker', 'Gretchen Mol']"
the year between,"['Comedy', 'Drama']",['Alex Heller '],"['Alex Heller', 'J. Smith-Cameron', 'Steve Buscemi']"
unseen,"['Horror', 'Mystery']",['Yoko Okumura '],"['Midori Francis', 'Jolene Purdy', 'Missi Pyle']"
craving,"['Crime', 'Horror', 'Thriller']",[' Horton '],"['Rachel Amanda Bryant', 'Al Gomez', 'Gregory Blair']"
scream vi,"['Horror', 'Crime', 'Thriller']",[' Tyler Gillett '],"['Melissa Barrera', 'Jasmin Savoy Brown', 'Jack Champion']"
65,"['Action', 'Adventure', 'Science Fiction']",[' Bryan Woods '],"['Adam Driver', 'Ariana Greenblatt', 'Chloe Coleman']"
champions,"['Comedy', 'Drama']",['Bobby Farrelly '],"['Woody Harrelson', 'Kaitlin Olson', 'Ernie Hudson']"
chang can dunk,"['Family', 'Comedy', 'Drama']",['Jingyi Shao '],"['Bloom Li', 'Ben Wang', 'Dexter Darden']"
southern gospel,"['History', 'Drama', 'Music']",[' Smith '],"['Max Ehrich', 'Katelyn Nacon', 'J. Alphonse Nicholson']"
shazam! fury of the gods,"['Comedy', 'Action', 'Fantasy']",[' Sandberg '],"['Zachary Levi', 'Asher Angel', 'Jack Dylan Grazer']"
boston strangler,"['Crime', 'Mystery', 'Thriller']",['Matt Ruskin '],"['Keira Knightley', 'Carrie Coon', 'Alessandro Nivola']"
the magician's elephant,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy']",['Wendy Rogers '],"['Noah Jupe', 'Benedict Wong', 'Sian Clifford']"
moving on,"['Fantasy', 'Animation', 'Adventure']",['Paul Weitz '],"['Jane Fonda', 'Lily Tomlin', 'Malcolm McDowell']"
wildflower,"['Thriller', 'Drama']",['Matt Smukler '],"['Kiernan Shipka', 'Dash Mihok', 'Charlie Plummer']"
supercell,"['Action', 'Drama']",['Herbert James Winterstern '],"['Skeet Ulrich', 'Anne Heche', 'Daniel Diemer']"
pinball: the man who saved the game,"['Comedy', 'Drama', 'History', 'Romance']",['The Bragg Brothers '],"['Mike Faist', 'Crystal Reed', 'Dennis Boutsikaris']"
john wick: chapter 4,"['Action', 'Thriller', 'Crime']",['Chad Stahelski '],"['Keanu Reeves', 'Donnie Yen', 'Bill Skarsgård']"
a good person,"['Drama', 'Comedy']",['Zach Braff '],"['Florence Pugh', 'Molly Shannon', 'Chinaza Uche']"
the tutor,"['Mystery', 'Thriller', 'Action']",['Jordan Ross '],"['Garrett Hedlund', 'Noah Schnapp', 'Victoria Justice']"
last sentinel,"['Science Fiction', 'Thriller']",['Tanel Toom '],"['Kate Bosworth', 'Thomas Kretschmann', 'Lucien Laviscount']"
adalynn,"['Horror', 'Mystery', 'Drama']",['Jacob Byrd '],"['Sydney Carvill', 'Wade Baker Janet Carter', 'Rob Shuster']"
dungeons & dragons: honor among thieves,"['Adventure', 'Fantasy', 'Comedy']",[' Jonathan Goldstein '],"['Chris Pine', 'Michelle Rodriguez', 'Regé-Jean Page']"
murder mystery 2,"['Mystery', 'Comedy', 'Crime']",['Jeremy Garelick '],"['Adam Sandler', 'Jennifer Aniston', 'Mélanie Laurent']"
tetris,"['Thriller', 'History', 'Drama']",[' Baird '],"['Taron Egerton', 'Nikita Efremov', 'Sofia Lebedeva']"
spinning gold,"['Music', 'Drama']",['Timothy Scott Bogart '],"['Jeremy Jordan', 'Wiz Khalifa', 'Jason Isaacs']"
space oddity,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",['Kyra Sedgwick '],"['Kyle Allen', 'Alexandra Shipp', 'Madeline Brewer']"
a thousand and one,"['Drama', 'Crime']",[' Rockwell '],"['Teyana Taylor', 'Will Catlett', 'Josiah Cross']"
assassin,"['Action', 'Thriller', 'Science Fiction', 'Crime']",['Jesse Atlas '],"['Nomzamo Mbatha', 'Dominic Purcell', 'Bruce Willis']"
acidman,['Drama'],['Alex Lehmann '],"['Thomas Haden Church', 'Dianna Agron']"
malum,['Horror'],['Anthony DiBlasi '],"['Jessica Sula', 'Candice Coke', 'Chaney Morrow']"
the mummy murders,"['Horror', 'Crime']",['Colin Bressler '],"['Leila Annastasia Scott', 'Jason Scarbrough', 'Jeff Caperton']"
self reliance,"['Comedy', 'Thriller']",['Jake Johnson '],"['Jake Johnson', 'Anna Kendrick', 'Natalie Morales']"
darkgame,"['Horror', 'Thriller']",[' Ford '],"['Ed Westwick', 'Andrew P. Stephen', 'Natalya Tsvetkova']"
night swim,['Horror'],['Bryce McGuire '],"['Wyatt Russell', 'Kerry Condon', 'Amélie Hoeferle']"
he went that way,"['Thriller', 'Crime', 'Drama']",['Jeffrey Darling '],"['Jacob Elordi', 'Zachary Quinto', 'Patrick J. Adams']"
the painter,"['Action', 'Thriller']",['Kimani Ray Smith '],"['Charlie Weber', 'Jon Voight', 'Marie Avgeropoulos']"
